title,website,phone,address,content,Emails
Universidad UCAD,https://www.ucad.edu.mx/,+52 55 5754 7520,"Av. Guillermo Massieu Helguera 59, San José Ticoman, Gustavo A. Madero, 07340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Insurgentes Plantel Norte,https://www.universidadinsurgentes.edu.mx/,+52 55 5512 1212,"Av. Acueducto de Guadalupe 13, San Pedro Zacatenco, Gustavo A. Madero, 07360 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universitario Conversa Tláhuac Centro,https://wa.link/7tf19w,+52 55 7790 4904,"Av. Tlahuac No. 26-Int. 3, Los Reyes, Tláhuac, 13080 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Autónoma Metropolitana,https://www.xoc.uam.mx/,+52 55 2594 2030,"Av. Francisco I. Madero S/N, Las Ánimas, Xochimilco, 16749 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Cursos MACAFI (Preparando Mentes Exitosas),http://www.cursosmacafi.com/,+52 55 5844 0926,"Av. Prol. Guanajuato #02, San Agustín Ohtenco, Milpa Alta, 12080 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Conalep SECOFI,http://cdmx.conalep.edu.mx/,+52 55 5667 1241,"Av. Ojo de Agua S/N, Huayatla, El Ermitaño, La Magdalena Contreras, 10350 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNISUR,http://grupounisur.mex.tl/,+52 55 5844 6068,"Calle Orizaba 215, Santa Cruz, Milpa Alta, 12000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
MindStorms Consultores SAS de CV,https://mindstormsc.com.mx/Servicios/,+52 55 1503 2818,"Cjon. Geranio 3, San Cristóbal, Xochimilco, 16080 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
TecNM - Campus Tlalpan,http://www.tlalpan.tecnm.mx/,+52 55 5513 5151,"Alcaldía de Tlalpan, Camino Antiguo a Topilejo, 14500 San Miguel Topilejo, CDMX, México",Error scraping content,Error extracting emails
Instituto Tecnológico de Milpa Alta II,https://milpaalta2.tecnm.mx/,+52 55 5844 6824,"Prol. Vicente Guerrero Sur 171, San Juan Tepenahuac, Milpa Alta, 12800 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro de Enlace Felipe Villanueva Xochimilco,https://www.facebook.com/Centro-de-Enlace-Felipe-Villanueva-Xochimilco-106346581883937/,+52 56 3008 9987,"desiderio peña 48, San Jerónimo, Xochimilco, 16420 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
INSUCE SEDE SUR,http://www.insuce.edu.mx/,+52 56 1985 7457,"Av Cuauhtémoc 53, San Pedro, Xochimilco, 16090 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Intituto Mexicano de Regularizacion,https://institutoimr.com.mx/,+52 55 2458 3653,"Gladiolas 106, San Pedro, Xochimilco, 16090 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Oxxo Universidad ll,http://www.oxxo.com/,+52 81 8320 2020,"Sur 24 Y Sur 26 339, Av. Canal de San Juan, Agrícola Oriental, Iztacalco, 08500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Bonampak Plantel Oriente,https://institutobonampak.edu.mx/,+52 55 6834 0640,"Agrícola Oriental, Iztacalco, 08500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
CENTRO SULUB (Profe Sulub),http://centrosulub.com/,+52 55 1956 9058,"C. 32, El Rodeo, Iztacalco, 08510 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Escuela Secundaria Técnica N° 55 Benito Juárez,https://www.facebook.com/Leox3322?mibextid=ZbWKwL,+52 55 2345 4087,"Ote. 259, Agrícola Oriental, Iztacalco, 08500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Kepler,http://www.institutokepler.com/,+52 55 5648 6852,"Eje 4 Sur, Av. Té 945, Gabriel Ramos Millán, Iztacalco, 08000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
catei consultores educativos,http://www.catei-consultores-educativos.com/,+52 55 4371 4293,"Sur 26-B 19, Agrícola Oriental, Iztacalco, 09500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Cefarhu Iztacalco,https://www.facebook.com/Cefarhuiztacalco,+52 55 4482 5207,"Ote. 245-A 115, Agrícola Oriental, Iztacalco, 08500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Cultural Comunitario “La Escuelita”,https://www.facebook.com/CCCLaescuelita/,+52 55 7074 9423,"Genovevo Rivas 3-81, San Felipe de Jesús Nte, Gustavo A. Madero, 07510 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Cultural y Científico Isaac Newton,https://m.facebook.com/100086040162410/?locale=hi_IN,+52 55 4135 7194,"Av. San Rafael Atlixco, Guadalupe del Moral, Iztapalapa, 09300 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universitario Conversa San Juan,https://www.conversa.com.mx/,+52 55 2790 8133,"Calz. Ignacio Zaragoza 1210, Agrícola Oriental, Iztacalco, 08500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UPIICSA – Unidad Profesional Interdisciplinaria de Ingeniería y Ciencias Sociales y Administrativas IPN,https://www.upiicsa.ipn.mx/,+52 55 5624 2000,"Av. Té 950, Granjas México, Iztacalco, 08400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
chumanistadelasamericas,http://chumanistadelasamericas.com/,+52 55 5694 4137,"24 de marzo de 1867, Av. Leyes de Reforma 2209, 09310 Iztapalapa, México",Error scraping content,Error extracting emails
Centro de Actualización y Capacitación Profesional Los Galeana,http://funam.mx/capacitacion/,+52 55 2651 7897,"Av. Francisco Morazán 110, Pradera I Secc, Gustavo A. Madero, 07500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro de Estudios Científicos y Tecnológicos No. 7,https://www.cecyt7.ipn.mx/,+52 55 5624 2000,"Ermita Iztapalapa 3241, Sta María Aztahuacan, Iztapalapa, 09500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Etac New Isaac Newton,https://www.facebook.com/Etac-Sede-New-Isaac-Newton-2034521126615112/?modal=admin_todo_tour,+52 55 2656 9509,"Sur 20 9M, Agrícola Oriental, Iztacalco, 08500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Rosario Castellanos Campus Gustavo A. Madero,https://www.rcastellanos.cdmx.gob.mx/,+52 55 1064 4700,"San Juan de Aragón II Secc, Gustavo A. Madero, 07969 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Universitario Oriente de México,http://cuom.edu.mx/,+52 56 4684 6747,"Eje 5 Ote, Av. Javier Rojo Gómez 375, Agrícola Oriental, 08500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
TecNM Instituto Tecnológico de Gustavo A. Madero,http://www.gamadero.tecnm.mx/,+52 55 2651 6275,"Avenida 608 y Avenida 412 300, Zoológico de San Juan de Aragón, Gustavo A. Madero, 07470 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNAM CENTRO MASCARONES- (DGTIC-ENALLT),http://enallt.unam.mx/index.php?categoria=8&subcategoria=46,,"Av. Ribera de San Cosme 71, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"División de Educación Continua y a Distancia, Facultad de Ingeniería, UNAM",http://www.mineria.unam.mx/,+52 55 5521 4021,"C. de Tacuba 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Inace (maestría),http://www.inace.edu.mx/,,"Av. Yucatan 27, Hipódromo, Cuauhtémoc, 06700 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Tecnologico Universitario,http://www.tecuniversitario.com.mx/,+52 55 5208 6016,"Av. Insurgentes Sur 163, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto de Mercadotecnia y Publicidad,http://www.improma.com/,+52 55 5584 0826,"Guanajuato 228, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Clases de Español Universidad La Salle,http://ulsaciel.com/,+52 55 5278 9500,"Calle Gral. Francisco Murguía #19, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
EBC - Campus Ciudad de México Edificio Dinamarca,http://www.ebc.mx/campus/ciudad-de-mexico/,+52 55 9149 7000,"Liverpool 54, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Escuela Bancaria y Comercial, S.C (Rectoría)",http://www.ebc.mx/,+52 55 3683 2500,"Calle Marsella 44, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Estudiantina La Salle,https://www.facebook.com/estudiantinalasalle/,+52 55 5278 9500,"Av. Benjamín Franklin 58, Escandón I Secc, Miguel Hidalgo, 11800 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
SAE Institute,http://mexico.sae.edu/,+52 55 5211 9511 ext. 127,"Cto. Interior Mtro. José Vasconcelos 184, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Holística,http://www.universidadholistica.com.mx/,+52 55 7946 5081,"Puebla 402, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Tecmilenio Campus Reforma,https://tecmilenio.mx/es/campus/reforma,+52 55 4803 0760,"Sevilla 4, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Nuevo Siglo Cdmx,http://wwww.universidadnuevosiglo.com/,,"Cto. Interior Melchor Ocampo 306, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad La Salle Benjamín Franklin,http://www.lasalle.mx/oferta-educativa/preparatoria/,+52 55 5278 9500,"Av. Benjamín Franklin 47, Hipódromo Condesa, Cuauhtémoc, 06170 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNIVERSIDAD TEPANTLATO. Campus Tepic.,http://universidadtepantlato.edu.mx/,+52 55 4136 9054,"Tepic 43, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNIVERSIDAD TEPANTLATO. Baja California.,https://universidadtepantlato.edu.mx/,+52 55 6026 4188,"Av. Baja California 157, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad CNCI Torre Insurgentes,http://www.cnci.edu.mx/,+52 55 1450 8600,"Av. Insurgentes Sur 494, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Vacunación COVID-19 - UNITEC Cuitláhuac - Universidad Tecnológica de México,https://vacunacion.cdmx.gob.mx/,+52 55 5658 1111,"Calle Nte. 67 2346, San Salvador Xochimanca, Azcapotzalco, 02870 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
CONAMAT San Cosme,http://www.conamathidalgo.com/,+52 55 5566 5520,"Joaquin Garcia Icazbalceta 57, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
PILARES,https://pilares.cdmx.gob.mx/,,"La Joya, Tlalpan, 14090 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Colegio Nacional de Evaluación y Certificación en Competencias (CONAEC),https://conaec.edu.mx/,+52 55 6379 9285,"Calz. de Tlalpan 5030, La Joya, Tlalpan, 14090 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Escolar Yaocalli,https://www.colegios-cedros-yaocalli.mx/yaocalli?utm_source=google&utm_medium=organic&utm_campaign=maps&utm_term=sitio&utm_content=yaocalli,+52 55 5606 3342,"Cdad. de León 54, Miguel Hidalgo 1ra Secc, Miguel Hidalgo, 14250 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Escuela Metropolitana ""La Luz""",http://www.metropolitanalaluz.com/,+52 55 5547 6757,"Naranjo 109, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Superior de Intérpretes y Traductores,http://www.isit.edu.mx/,+52 55 5566 7722,"Rio Rhin 40, Col. Renacimiento, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad la Salle campus 2,https://lasalle.mx/vida-en-campus/campus-universitario.html,,"Hipódromo, Colonia Condesa, Cuauhtémoc, 06170 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Unilab Tlalpan,https://www.facebook.com/Unilab-Tlalpan-480411012344552/,+52 55 1231 5751,"Av. San Fernando 84, Tlalpan Centro I, Tlalpan, 14050 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Escuela Mexicana de Medicina Osteopática,http://www.escuelamexicanadeosteopatia.com/,+52 55 5592 0591,"Insurgentes Centro 19-Int. 701, San Rafael, Cuauhtémoc, 06470 Cuauhtémoc, CDMX, México",Error scraping content,Error extracting emails
Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS),http://www.ciesas.edu.mx/,+52 55 5487 3600,"Benito Juárez 87, Tlalpan Centro I, Tlalpan, 14000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Centro Estudios Científicos y Tecnológicos (CECyT 9) ""Juan de Dios Bátiz""",https://www.cecyt9.ipn.mx/,,"Mar Mediterráneo 227, Nextitla, Miguel Hidalgo, 11420 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto José Ramón Fernández,http://jrf.edu.mx/,+52 55 5171 8536,"Av. San Fernando 557, Manantial Peña Pobre, Tlalpan, 14070 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Icel,https://icel.edu.mx/,,"Cantera 5, Estanzuela, Gustavo A. Madero, 07070 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad UDF Condesa,https://www.facebook.com/universidadudfcondesa,+52 55 7325 9198,"Aguascalientes 151, Hipódromo Condesa, Cuauhtémoc, 06100 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UOC Sede de México,http://uoc.edu/,,"Av. Álvaro Obregón 213, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UIN - Universidad Insurgentes Plantel Centro,https://www.universidadinsurgentes.edu.mx/,+52 55 5512 1212,"Bucareli, Calle Gral. Prim 107, Esquina, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UTC Universidad Tres Culturas,http://www.utc.mx/,+52 55 5511 3020,"Av. de los Insurgentes Sur 82, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad ICEL - Campus Berlín,http://www.icel.edu.mx/,+52 55 3603 3967,"Liverpool 24, Esq, Berlín, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Tres Culturas | Zona Rosa | UTC Bachillerato,https://www.utc.mx/,+52 55 5208 0707,"Calle de Niza 67, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad ítaca,https://i.edu.mx/,+52 55 5573 2440,"Calle, José María Morelos 12, Niño Jesús, Tlalpan, 14080 Ciudad de México, 14080 Cuidad de México, CDMX, México",Error scraping content,Error extracting emails
La Uni,https://www.launi.mx/,+52 55 2345 1771,"Toledo 39-P.B, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Cursos en línea Universidad Pontificia de México,https://pontificia.edu.mx/formacion-continua/,+52 55 1854 3192,"Benito Juárez 116, Tlalpan Centro I, Tlalpan, 14000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
BENM - Benemérita Escuela Nacional de Maestros,https://vacunacion.cdmx.gob.mx/,,"Calz México-Tacuba 75, Un Hogar Para Nosotros, Miguel Hidalgo, 11330 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Colegio de Ingenieros Topografos A.C.,https://www.citac.mx/,+52 55 5512 1774,"C. de Tacuba 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Gnóstico de México Plantel Centro CDMX,https://www.institutognosticodemexico.com/,+52 55 3135 3509,"C. Artículo 123 88-Interior 302, Colonia Centro, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
INSUCE,http://www.insuce.edu.mx/,+52 55 7098 5446,"Eje Central Lázaro Cárdenas No. 55-3er Piso, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Universitario de Música Fermatta,http://www.fermatta.edu.mx/,+52 55 5535 1840,"Av. de la República 7, Tabacalera, Cuauhtémoc, 06030 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad La Salle,http://lasalle.mx/,+52 55 5278 9500,"Av. Benjamín Franklin 45, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Facultad de Quimica,http://www.quimica.unam.mx/,+52 55 5510 4673,"C. de Tacuba 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ESM - Escuela Superior de Medicina - IPN,https://www.esm.ipn.mx/,+52 55 5729 6300,"Salvador Díaz Mirón esq. Plan de San Luis S/N, Miguel Hidalgo, Casco de Santo Tomas, 11340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
CICS - Centro Interdisciplinario de Ciencias de la Salud Unidad Santo Tomás IPN,https://www.cics-sto.ipn.mx/,+52 55 5729 6000,"Av. de los Maestros, Santo Tomás, Miguel Hidalgo, 11340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Escuela de Gastronomía Mariano Moreno México,http://ismm.com.mx/,+52 55 5597 1144,"C. Guerrero 274, Buenavista, Cuauhtémoc, 06350 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Interdisciplinario de Investigaciones y Estudios sobre Medio Ambiente y Desarrollo,https://www.ciiemad.ipn.mx/,+52 55 5729 6000,"30 de Junio de 1520 s/n, La Laguna Ticoman, Gustavo A. Madero, 07340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ENCB Z,https://www.encb.ipn.mx/,,"Av. Wilfrido Massieu 399, Nueva Industrial Vallejo, Gustavo A. Madero, 07738 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Facultad de Estudios Profesionales y Postgrados,https://fepp.negocio.site/,+52 55 7429 2874,"C.P, Eje Central Lázaro Cárdenas #61 Piso 4(Esq, Dr. Lavista, Doctores, Cuauhtémoc, 06720 Ciudad de México, México",Error scraping content,Error extracting emails
Servicios Profesionales (Universidad Insurgentes),https://www.universidadinsurgentes.edu.mx/,+52 55 5519 3548,"Viad. Pdte. Miguel Alemán Valdés 121, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Corporativo Universidad Insurgentes,http://www.universidadinsurgentes.edu.mx/,+52 55 5538 7975,"Viad. Pdte. Miguel Alemán Valdés 155, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
RUOA Palacio de Minería (MINE),http://www.ruoa.unam.mx/,,"C. de Tacuba 7, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Centro, CDMX, México",Error scraping content,Error extracting emails
Universidad Latina,http://www.unila.edu.mx/,+52 55 3640 0870,"Chihuahua 202, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
POI,https://www.poi.ipn.mx/,+52 55 5752 0125,"María Luisa Estampa Ortigoza 283, La Escalera, Gustavo A. Madero, 07310 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UIN - Universidad Insurgentes Plantel Chapultepec,http://www.universidadinsurgentes.edu.mx/,+52 55 5512 1212,"Av Chapultepec 478, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Universitario Saint Mary,http://cusam.mx/,+52 55 5541 0264,"Santa María La Ribera 72, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ESCA - Escuela Superior de Comercio y Administración Unidad Santo Tomás,https://www.escasto.ipn.mx/,+52 55 5729 6000,"Manuel Carpio 471, Plutarco Elías Calles, Miguel Hidalgo, 11350 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ESIME Ticoman,https://www.esimetic.ipn.mx/,+52 55 5729 6000,"Calz. Ticomán 600, La Purísima Ticoman, Gustavo A. Madero, 07340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Clínica Odontológica UNITEC Marina - Universidad Tecnológica de México,https://www.unitec.mx/clinica-de-odontologia/?utm_source=GOOGLE_MY_BUSINESS&utm_medium=ORGANIC&utm_campaign=GM_CLI_ODO_UNITEC&utm_term=CLINICA_ODONTOLOGICA&utm_content=PRESTIGIO,+52 55 5329 7600,"Av. Marina Nacional 162, Lago Iseo 50, Anáhuac I Secc, 11320 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
URC Justo Sierra,https://rcastellanos.cdmx.gob.mx/,,"Justo Sierra 53, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad del Claustro de Sor Juana,https://elclaustro.mx/,+52 55 5130 3300,"José María Izazaga 92, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06080 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Departamento de Control Automático,http://www.ctrl.cinvestav.mx/,+52 55 5747 3800,"Av Instituto Politécnico Nacional 2508, San Pedro Zacatenco, Gustavo A. Madero, 07360 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Departamento de Fisiología, Biofísica y Neurociencias",http://www.fisio.cinvestav.mx/,,"Av. IPN 2508, San Pedro Zacatenco, 07360 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Departamento de Ciencia de Materiales ESFM,http://www.esfm.ipn.mx/,,"s/n, 07738 de, Av Instituto Politécnico Nacional, Lindavista, Gustavo A. Madero, Ciudad de México, México",Error scraping content,Error extracting emails
Centro De Innovación Y Desarrollo Tecnológico En Cómputo,https://www.cidetec.ipn.mx/,,"Av.Juan de Dios Bátiz S/N, Nueva Industrial Vallejo, 07700 Gustavo A. Madero, CDMX, México",Error scraping content,Error extracting emails
Farmacología,http://farmacologia.cinvestav.mx/,+52 55 5747 3800,"Av Instituto Politécnico Nacional 2508, San Pedro Zacatenco, Gustavo A. Madero, 07360 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Jefatura de Ingeniería Eléctrica,http://ie.cinvestav.mx/,+52 55 5747 3800 ext. 3750,"Av Instituto Politécnico Nacional, Lindavista, Gustavo A. Madero, 07340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Club de Fotografía en Ciencias de la Tierra,https://www.instagram.com/fotoclub_esia_ct,+52 55 1981 5910,"Calz. Ticomán 600, San José Ticoman, Gustavo A. Madero, 07340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Laboratorio 4 Química Orgánica ENCB,https://www.encb.ipn.mx/,+52 55 5729 6300,"PROLONGACION DE CARPIO, PLAN DE AYALA| Y, Santo Tomás, Miguel Hidalgo, 11350 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ENCB - Escuela Nacional de Ciencias Biológicas Unidad Santo Tomás IPN,https://www.encb.ipn.mx/,+52 55 5729 6300,"Manuel Carpio, Plutarco Elías Calles, Miguel Hidalgo, 11350 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Unidad Politécnica de Integración Social - ENBA IPN,https://www.facebook.com/profile.php?id=100093557064859,+52 55 5729 6000 ext. 58105,"Calz. Ticomán 645, Col. Sta. María, Ticoman, Gustavo A. Madero, 07330 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UPIBI - Unidad Profesional Interdisciplinaria de Biotecnología IPN,https://www.upibi.ipn.mx/,+52 55 5729 6000,"Av. Acueducto, La Laguna Ticoman, Gustavo A. Madero, 07340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad de la Conciencia Hermandad de la Diosa Blanca,https://www.hdiosablanca.org/,+52 55 3954 7339,"C. Nogal 45-Local C, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
INSTITUTO POLITÉCNICO NACIONAL,http://institutopolitecniconacional.com/,+52 55 5729 6000,"Av. Luis Enrique Erro S/N, Nueva Industrial Vallejo, Gustavo A. Madero, 07738 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Virtual Liverpool UVL,https://universidad-virtual-liverpool.ifliverpool.edu.mx/inicio,+52 735 911 9318,"Av. Insurgentes Nte. 151, Guerrero, Cuauhtémoc, 06300 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UPIITA - Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas IPN,http://www.upiita.ipn.mx/,+52 55 5729 6000,"Av Instituto Politécnico Nacional 2580, La Laguna Ticoman, Gustavo A. Madero, 07340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Justo Sierra Campus Acueducto: Secundaria, Preparatoria y Universidad",https://www.justo-sierra.edu.mx/,+52 55 2351 7911,"Av. Acueducto. 914. Col. Laguna Ticomán, Alcaldía, Gustavo A. Madero, 07330 CDMX, México",Error scraping content,Error extracting emails
URC Santo Tomás,https://rcastellanos.cdmx.gob.mx/,+52 56 2382 1174,"Manuel Carpio 322, Santo Tomás, Miguel Hidalgo, 11350 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ETAC Campus Tlatelolco,https://www.etac.edu.mx/,+52 55 1493 3677,"Manuel Gonzalez 113, entre Eje Central y Avenida Guerrero, San Simón Tolnahuac, Cuauhtémoc, 06920 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Universitario para el Liderazgo y Desarrollo Profesional,https://ce-uldp.com/,+52 55 5198 0839,"C. José Antonio Alzate 44, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Nacional Autónoma de Mexico: Programa Universitario de Estudios sobre la Ciudad,http://www.puec.unam.mx/,+52 55 5522 2330,"República de Cuba 79, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Interglobal,https://universidadinterglobal.edu.mx/,+52 55 7806 9180,"Ignacio L. Vallarta.1 Segundo Piso. Col Tabacalera, Del Cuauhtémoc, Delegación Cuauhtémoc, 06030 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Rosario Castellanos Campus Santo Tomás,https://rcastellanos.cdmx.gob.mx/,+52 55 4022 7867,"Manuel Carpio 470, Santo Tomás, Miguel Hidalgo, 11340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNITEC Marina - Universidad Tecnológica de México,https://www.unitec.mx/campus-marina/?utm_source=GOOGLE_MY_BUSINESS&utm_medium=ORGANIC&utm_campaign=GM_MAR_UNITEC&utm_term=CONOCER_CAMPUS&utm_content=PRESTIGIO,+52 800 786 4832,"Av. Marina Nacional 162, Anáhuac I Secc, Miguel Hidalgo, 11320 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
