title,website,phone,address
PPI,,,"Coapa, Villa Quietud, Coyoacán, 04960 Ciudad de México, CDMX, México"
INGRESA.CON,,+52 55 2449 8795,"Calz. de las Bombas 310, Coapa, Parque Coyoacán, Coyoacán, 04890 Ciudad de México, CDMX, México"
Policía de investigación,,,"El Reloj, Coyoacán, 04640 Ciudad de México, CDMX, México"
TERABIM DE MÉXICO,,+52 56 2130 4289,
Universidad de buceo Coralreef,,+52 221 949 3643,"Av. Sta. Ana s/n, Coapa, Avante, Coyoacán, 04460 Ciudad de México, CDMX, México"
Sinergia Educativa,https://www.sinergiaeducativa.com/,+52 844 606 4742,"Rtno. 55 23, Coapa, Avante, Coyoacán, 04460 Ciudad de México, CDMX, México"
ESIME - Escuela Superior de Ingeniería Mecánica y Eléctrica Unidad Culhuacán,https://www.esimecu.ipn.mx/,+52 55 5624 2000,"Av. Sta. Ana 1000, San Francisco Culhuacan, Culhuacan CTM V, Coyoacán, 04440 Ciudad de México, CDMX, México"
Callejón Virgilio Uribe Puerta 8 SEMAR,,,"C. 17 17C, Coapa, Alianza Popular Revolucionaria, Coyoacán, 04800 Ciudad de México, CDMX, México"
School,,,"Calz. de Tlalpan 2750, Coapa, Espartaco, Coyoacán, 04870 Ciudad de México, CDMX, México"
Cevizhazo Mazatlan,,,"04480, Culhuacan CTM V, 04480 Ciudad de México, CDMX, México"
CEEC | Centro de Estudios Cafetales,http://ceeccafetales.edu.mx/,+52 55 5673 6170,"Armada de Mexico 1394, Coapa, Cafetales I, Coyoacán, 04918 Ciudad de México, CDMX, México"
Calzada de La Virgen - Universidad Naval,,,"Coapa, Ex-Ejido de San Pablo Tepetlapa, 04840 Ciudad de México, CDMX, México"
Centro Escolar Cedros,https://www.colegios-cedros-yaocalli.mx/cedros?utm_source=google&utm_medium=organic&utm_campaign=maps&utm_term=sitio&utm_content=cedros,+52 55 5091 9500,"Tecoyotitla 364, Ex, Hacienda de Guadalupe Chimalistac, 01050 Ciudad de México, México"
Primaria Melchor Muzquiz,,,"Muzquiz, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX, México"
"Escuela Primaria ""Benemérito De Las Américas""",,,"Alumnos 1, Axotla, Álvaro Obregón, 01030 Ciudad de México, CDMX, México"
"Meraki École, S.C.",https://merakiecole.edu.mx/,+52 55 2264 1989,"C. Manuel M. Ponce 146, Guadalupe Inn, Álvaro Obregón, 01020 Ciudad de México, CDMX, México"
Escuela De Masaje,,,"04000, Av. Miguel Ángel de Quevedo 642, Coyoacán, Ciudad de México, CDMX, México"
EDEN Coyoacán Escuela de Entrenadores de Acondicionamiento Físico y Fitness,https://www.escueladeentrenadores.com.mx/toma-1-clase-de-prueba-gratis/,+52 56 1113 7920,"CALLE ESQUINA, Aguayo, Del Carmen, 04100 Ciudad de México, CDMX, México"
Escuela de Natación Club Cañada,https://www.ccnatacion.com/,+52 55 8751 4000,"Av. Revolución 1817, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX, México"
Nelson Vargas FamilyFitness Del Valle,,+52 55 5688 1753,"Prol. Repúblicas 286, Sta Cruz Atoyac, Benito Juárez, 03310 Ciudad de México, CDMX, México"
Escuela Dom. de Manualidades y Oficios Mario Pacheco Espejel A.C,,,"Felipe Carrillo Puerto 25, Coyoacán TNT, Coyoacán, 04000 Ciudad de México, CDMX, México"
"Escuela Nacional de Ajedrez, ESNAJ Coyoacán",,+52 55 2972 6532,"Alberto Zamora 32, Coyoacán, 04000 Ciudad de México, CDMX, México"
Anamórfico Escuela de Cine,,+52 55 6388 5503,"Ayuntamiento 83, Santa Catarina, Coyoacán, 04010 Ciudad de México, CDMX, México"
Formación Ejecutiva Empresarial - Escuela de Ventas,http://formaejecutiva.com/,+52 55 5659 0011,"Calle Cracovia 72, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX, México"
Centro Excelencia Academica EXCELA,http://www.excela.edu.mx/,+52 55 5659 4379,"Londres 349, Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, México"
"Escuela Nacional Preparatoria N° 8 ""Miguel E. Schulz"" UNAM",http://prepa8.unam.mx/,+52 55 5593 6714,"Av. Lomas De Plateros S/N, Merced Gómez, Álvaro Obregón, 01600 Ciudad de México, CDMX, México"
Escuela de Técnica Alexander México,http://www.tecnicaalexander.mx/,+52 55 2095 6301,"01020, Guadalupe Inn, 01020 Ciudad de México, CDMX, México"
Colegio Internacional de México,http://www.colegiointernacional.edu.mx/,+52 55 5550 0101,"Rio de la Magdalena 263, Tizapán San Ángel, Tizapán, Álvaro Obregón, 01090 Ciudad de México, CDMX, México"
The Anglo Academy - Anglocentro Florida,https://theangloacademy.mx/,+52 55 3000 1850,"Av. Insurgentes Sur 1636, Crédito Constructor, Benito Juárez, 03940 Ciudad de México, CDMX, México"
Escuela de Natación Club Cañada,https://www.ccnatacion.com/,+52 55 8751 4000,"C. Gabriel Mancera 1620, Col del Valle Centro, Benito Juárez, 03104 Ciudad de México, CDMX, México"
Escuela de idiomas de la UNAM,,,"Barranca Pilares 14, Flor de María, Álvaro Obregón, 01760 Ciudad de México, CDMX, México"
The Churchill School,https://www.churchill.edu.mx/,+52 55 5028 8800,"Felipe Villanueva 36, Guadalupe Inn, Álvaro Obregón, 01020 Ciudad de México, CDMX, México"
Secundaria CEAM Ciudad de México,http://www.ceam.edu.mx/mexico/,+52 55 5593 0188,"Calz. de las Águilas 272, Águilas, Álvaro Obregón, 01710 Ciudad de México, CDMX, México"
IPM Montessori Florida,https://www.ipmmontessori.edu.mx/,+52 55 5661 1005,"Hortensia 101, Florida, Álvaro Obregón, 01030 Ciudad de México, CDMX, México"
BridgeWay North American School,http://bridgewaymexico.com/,+52 56 3403 7474,"Carrillo Puerto 344, Gral Anaya, Benito Juárez, 03340 Ciudad de México, CDMX, México"
"BABY MUSIC, Escuela de música para niños",,+52 55 4902 5294,"Av. Río Churubusco 316, Del Carmen, Coyoacán, 04200 Ciudad de México, CDMX, México"
"Escuela Secundaria General N° 320 ""Ignacio León Robles Robles""",,+52 55 5161 6142,"b, Viena 121, Del Carmen, Coyoacán, Ciudad de México, CDMX, México"
Helios Escuela de Artes Escénico Aéreas,http://helios-escuela-de-artes-escenico-aereas.business.site/,+52 55 6427 9239,"Av Centenario 18, Merced Gómez, Álvaro Obregón, 01600 Ciudad de México, CDMX, México"
"Escuela Secundaria Técnica N° 11 ""Dr. Manuel Sandoval Vallarta""",,+52 55 5616 2050,"Michoacán 21, Tizapán San Ángel, Tizapán, Álvaro Obregón, 01090 Ciudad de México, CDMX, México"
Escuela de Manejo Continente México San Angel,http://continentemexico.com.mx/,+52 55 5681 1502,"Tamaulipas 17, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, México"
Escuela Secundaria Diurna N° 261,,+52 55 5591 1980,"C. Rancho de La Palma S/n, Tizapán San Ángel, Tizapán, Álvaro Obregón, 01090 Ciudad de México, CDMX, México"
Escuela Oficial Rayados Coyoacán,https://sites.google.com/view/rayadoscoyoacan/p%C3%A1gina-principal,+52 55 2909 5654,"Londres 188, Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, México"
Colegio Chimalistac,https://www.ecagrupoeducativo.mx/chimalistac,+52 55 5661 5589,"Arenal 36, Agrícola, Chimalistac, Álvaro Obregón, 01050 Ciudad de México, CDMX, México"
"Escuela Secundaria Tecnica N° 60 ""Francisco Javier Santamarina""",http://secundariatec60.edu.mx/,+52 55 1285 6759,"Av Centenario S/N, Lomas de Plateros, Álvaro Obregón, 01480 Ciudad de México, CDMX, México"
The Bright House Academy,,+52 55 5601 0758,"Prol. Uxmal 1002, Sta Cruz Atoyac, Benito Juárez, 03310 Ciudad de México, CDMX, México"
Lólindir Primaria,http://www.lolindir-primaria.org/,+52 55 5593 3489,"Cuajimalpa 21, Merced Gómez, Álvaro Obregón, 01401 Ciudad de México, CDMX, México"
Escuela Secundaria para Trabajadores Nº 69 “Héroes Navales Mexicanos”,,+52 55 5639 8452,"San Felipe 36, Xoco, Benito Juárez, 03330 Ciudad de México, CDMX, México"
Escuela Secundaria Técnica N° 64,,+52 55 5659 4231,"Segunda y Tercera Cerrada de Moctezuma S/N, Romero de Terreros, Coyoacán, 04310 Ciudad de México, México"
Escuela Moderna Americana,http://www.modernamerican.edu.mx/,+52 55 5658 4766,"Cerro del Hombre 18, Romero de Terreros, Coyoacán, 04310 Ciudad de México, CDMX, México"
Colegio Garside S.C.,,+52 55 5688 1626,"Uxmal 1002, Sta Cruz Atoyac, Benito Juárez, 03310 Ciudad de México, CDMX, México"
Escuela de deportes de Combate,,+52 55 1361 6092,"20 Calle, Benito Juárez, Juan Tinoco, Merced Gómez, Benito Juárez, 03910 Ciudad de México, México"
Grupo Alexander Bain,https://bab.edu.mx/,+52 55 5683 2911,"Av las Flores 497, Flor de María, Álvaro Obregón, 01760 Ciudad de México, CDMX, México"
Escuela Primaria Lic. Protasio Tagle,http://www.sep.gob.mx/swb/sep1/,+52 55 9131 7671,"esq. Cuauhtémoc, Centenario 28, Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, México"
IPS Escuela,,+52 55 4904 8316,"Av. Insurgentes Sur 1877, Guadalupe Inn, Álvaro Obregón, 01020 Ciudad de México, CDMX, México"
Esc. Mexicana Americana Secundaria y Preparatoria,https://mexicanaamericana.edu.mx/,+52 55 5524 0214,"Calle Gabriel Mancera, Eje 2 Pte 1659, Col del Valle Sur, 03100 Ciudad de México, CDMX, México"
Escuela Primaria MIGUEL HIDALGO Y COSTILLA,,,"Altavista, Álvaro Obregón, 01060 Ciudad de México, CDMX, México"
Esc Pos Modernas,,+52 55 5661 5317,"Jaime Nunó 11, Guadalupe Inn, Álvaro Obregón, 01020 Ciudad de México, CDMX, México"
Escuela de Manejo Mixcoac,,+52 41490844,"Av. Río Mixcoac 25, Crédito Constructor, Benito Juárez, 03940 Ciudad de México, CDMX, México"
"Escuela Primaria ""República de Bulgaria""",,+52 55 5554 1643,"Eta s/n, Romero de Terreros, Coyoacán, 04310 Ciudad de México, CDMX, México"
Escuela Primaria 21 DE AGOSTO DE 1944,,+52 55 5616 2758,"Victoria 17, Copilco el Bajo, Coyoacán, 01070 Ciudad de México, CDMX, México"
Escuela Primaria DIF,,+52 55 3003 2200,"Xochicalco 970, Sta Cruz Atoyac, Benito Juárez, 03310 Ciudad de México, CDMX, México"
ESCUELA PRIMARIA FRAY ANTONIO MARGIL DE JESUS,,+52 55 5554 9660,"Prol, Atrio de San Francisco 78, San Francisco, Coyoacán, 04320 Ciudad de México, CDMX, México"
Escuela Fut boll,,,"Parque Tecoyotitla, Tecoyotitla, Agrícola, Florida, Álvaro Obregón, 01030 Ciudad de México, CDMX, México"
escuela de pintura y dibujo,,+52 55 2746 9583,"Av. Francisco Sosa # 29, Del Carmen, Coyoacán, 04000 Ciudad de México, CDMX, México"
Escuela Primaria Prof Ponciano Rodriguez,http://www.sep.gob.mx/,+52 55 3601 7175,"Real Mayorazgo 80, Xoco, Benito Juárez, 03330 Ciudad de México, CDMX, México"
Escuela Primaria Luis Hidalgo Monroy,,+52 55 5919 6438,"Abasolo s/n, Del Carmen, Coyoacán, 04010 Ciudad de México, CDMX, México"
Escuela Publica La Salle,,,"San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX, México"
Colegio Nueva Escocia,http://www.nuevaescocia.edu.mx/,+52 55 5660 1249,"Miguel Ocaranza 121, Merced Gómez, Álvaro Obregón, 01600 Ciudad de México, CDMX, México"
Lila Escuela,,,"Asia 43, La Concepción, Coyoacán, 04020 Ciudad de México, CDMX, México"
Escuela Primaria Ricardo Gómez,https://ricardogomez1908e.wixsite.com/ricardogomez,+52 55 5131 5183,"Guerrero 19, Tizapán San Ángel, Tizapán, Álvaro Obregón, 01090 Ciudad de México, CDMX, México"
Escuela Primaria Republica Francesa,,+52 55 5662 8295,"Madero S/N Tlacopac, San Ángel, 01000 Ciudad de México, México"
Escuela Tomas Alva Edison - Sección Primaria - TAE,https://www.tae.edu.mx/,+52 55 5575 5093,"Adolfo Prieto 1810, Col del Valle Sur, Benito Juárez, 03240 Ciudad de México, CDMX, México"
Escuela Preparatoria Oficial 117,,+52 724 267 6120,"Av. México 70, San Juan Acatitlán, Coyoacán, 51463 Luvianos, CDMX, México"
"ESCUELA SECUNDARIA FEDERAL CLAVE 09DES4261U, 09DES4337T",,,"C. Rancho de La Palma 4, Tizapán San Ángel, Tizapán, Álvaro Obregón, 01090 Ciudad de México, CDMX, México"
Händel School,http://www.handelschool.edu.mx/,+52 55 5688 9447,"San Felipe 72, Xoco, Benito Juárez, 03330 Ciudad de México, CDMX, México"
Escuela Primaria Reino de Jordania,,+52 55 9131 7564,"Rtno. Cerro Acasulco S/N, Copilco Universidad, Coyoacán, 04318 Ciudad de México, CDMX, México"
ENMJN - Escuela Nacional para Maestras de Jardines de Niños,https://www.aefcm.gob.mx/dgenam/ENMJN/index.html,+52 55 5593 6120,"Calle Gustavo E. Campa 94, Guadalupe Inn, Álvaro Obregón, 01020 Ciudad de México, CDMX, México"
Escuela Primaria Melchor Ocampo,,+52 55 5658 7981,"Fernández Leal 10, La Concepción, Coyoacán, 04020 Ciudad de México, CDMX, México"
Escuela Secundaria Oficial Angel M. Garibay,,+52 55 5891 5876,"Nicolás Morelos SN, Ampliacion Los Alpes, Álvaro Obregón, 55718 Ciudad de México, CDMX, México"
Escuela Biblica Para Misioneras,,,"04400, Calle Xicoténcatl & Vicente Guerrero, Del Carmen, Coyoacán, Ciudad de México, México"
Escuela Arenal,https://www.arenalarteycrianza.com/,+52 55 5554 4486,"Av Miguel Hidalgo 229, Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, México"
"Escuela Primaria Álvaro Obregón, Camotipán, Chicontepec",,+52 771 525 3523,"Escuela Primaria ""Álvaro Obregón"", México"
Escuela Para Educadores,,+52 55 1192 8871,"Viena 241, Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, México"
Escuelas de Arte del Sector Privado,,+52 55 5659 4989,"Cto Interior Avenida Río Churubusco 316-Interior 16, Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, México"
Escuela Primaria Profr.Jorge Casahonda Castillo,,,"Av. de la Paz 1, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX, México"
Escuela Privada,,,"Gutiérrez Zamora 145A, Águilas, Álvaro Obregón, 01710 Ciudad de México, CDMX, México"
Escuelas secuendaria,,,"Torrente 83, Ampliacion Los Alpes, Álvaro Obregón, 01010 Ciudad de México, CDMX, México"
Escuela del barbas,,,"Florida, Álvaro Obregón, 01030 Ciudad de México, CDMX, México"
Escuela Primaria Javier Rojo Gómez,,+52 774 743 0611,"Calle Nicolás Bravo 7, Tizapán San Ángel, Progreso, Álvaro Obregón, 43300 Ciudad de México, Hgo., México"
ESCUELA PRIMARIA COSTITUYENTE ING JULIAN ADAME ALATORRE,https://sites.google.com/aefcm.gob.mx/julianadamealatorre2020/p%C3%A1gina-principal,+52 55 5658 3661,"Ignacio Allende 56, Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, México"
Instituto Juárez,https://instituto-juarez.edu.mx/,+52 55 5554 0266,"Cuauhtémoc 99, Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, México"
Escuela Primaria,,,"Lic. Francisco Benítez 82, Progreso, Álvaro Obregón, 01080 Ciudad de México, CDMX, México"
Escuelas Institutos y Universidades,,+52 55 5247 2198,"Camino a Palo Sn, Lomas de San Ángel Inn, Álvaro Obregón, 01000 Ciudad de México, CDMX, México"
ESCUELA PRIMARIA,,,"Prol. Moctezuma Ote., San Francisco, Coyoacán, 04320 Ciudad de México, CDMX, México"
Escuela Primaria 17 Rep. De Guatemala,,,"12,, Cjon. Torresco 8, Santa Catarina, Coyoacán, 04010 Ciudad de México, CDMX, México"
Escuelas,,+52 55 5593 6031,"Calle Gustavo E. Campa 94, Guadalupe Inn, Álvaro Obregón, 01020 Ciudad de México, CDMX, México"
Escuela Ian,,,"Av. Insurgentes Sur 1647, San José Insurgentes, Benito Juárez, 03900 Ciudad de México, CDMX, México"
Primaria Lic. Eduardo Facha Gutiérrez,,+52 55 5593 2791,"Calzada de Las Aguilas SN, Águilas, 01710 Álvaro Obregón, CDMX, México"
Escuela Morr,,,"Bruno Traven 125, Gral Anaya, Benito Juárez, 03340 Ciudad de México, CDMX, México"
Escuela Primaría María Curie,,+52 55 5579 5047,"Del Carmen 76, Chimalistac, Álvaro Obregón, 01070 Benito Juárez, CDMX, México"
Escuela Internacional,,,"C. Xicoténcatl No. 298, Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, México"
Escuela Enano,,,"San Felipe, Sta Cruz Atoyac, Benito Juárez, 03310 Ciudad de México, CDMX, México"
Escuela Karina,,,"Axotla, Coyoacán, 04100 Ciudad de México, CDMX, México"
Escuelas,,+52 55 5523 7619,"C. Xicoténcatl 495, Vértiz Narvarte, Coyoacán, 03600 Benito Juárez, CDMX, México"
Escuelas,,+52 55 5550 0546,"La Otra Banda 40, Tizapán San Ángel, Loreto y Campamento, Álvaro Obregón, 01090 Ciudad de México, CDMX, México"
Escuelas,,+52 55 5660 3006,"Barranca del Muerto 280, Guadalupe Inn, Álvaro Obregón, 01020 Ciudad de México, CDMX, México"
ESCUELA 1,,,"Porvenir 1, Axotla, Álvaro Obregón, 01030 Ciudad de México, CDMX, México"
Escuela Francisco Gabilondo Soler,,+52 55 5593 3503,"Remolino 4, Ampliacion Los Alpes, Álvaro Obregón, 01010 Ciudad de México, CDMX, México"
ESCUELA PÚBLICA BATALLON DE SAN PATRICIO,,+52 55 5683 1397,"Calle 3 MZ 8-LT 32, Lomas de los Ángeles Tetelpan, Álvaro Obregón, 01790 Ciudad de México, CDMX, México"
Colegio Bertalanffy,http://www.colegiobertalanffy.edu.mx/,+52 55 5661 8745,"Jaime Nunó 11, Guadalupe Inn, Álvaro Obregón, 01020 Ciudad de México, CDMX, México"
Escuela Camilo,,,"Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, México"
Escuela,,+52 55 5658 5733,"Ayuntamiento 109, Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 222 ""Tláloc""",,,"Calz de Las Aguilas S/N, Las Águilas 1RA. Sección, 01750 Álvaro Obregón, CDMX, México"
Escuela Primaria Luis R. Alarcon,http://www.sep.gob.mx/,+52 55 3601 7599,"Av Centenario 88 Bis, Merced Gómez, Álvaro Obregón, 01600 Ciudad de México, CDMX, México"
Escuela Primaria Matilde Acosta,http://matildeacosta.blogspot.mx/,+52 55 5651 6449,"Manzanas G, Lomas de Plateros, Álvaro Obregón, 01480 Ciudad de México, CDMX, México"
( Kinder ) ESCUELA MEXICANA DEL VALLE,https://escuelamexicanadelvalle.edu.mx/,+52 55 5524 6761,"C. Gabriel Mancera 1611, Col del Valle Centro, Benito Juárez, 03104 Ciudad de México, CDMX, México"
Alive School,https://aliveschool.mx/,+52 55 5544 3221,"Viena 241, Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 72 ""Diego Rivera""",http://www.sep.gob.mx/#newcomment,+52 55 5604 6723,"Cda. de Popocatépetl 56, Xoco, Benito Juárez, 03330 Ciudad de México, CDMX, México"
Colegio Greenland Primaria y Secundaria,https://www.ecagrupoeducativo.mx/greenland,+52 55 5524 1185,"Amores 1648, Col del Valle Sur, Benito Juárez, 03100 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 68 ""Maestro Gabino A. Palma""",http://sep.gob.mx/,+52 55 5801 3153,"C. Corregidora S/N, Tlacopac, Álvaro Obregón, 01049 Ciudad de México, CDMX, México"
Escuela Primaria Diego Rivera,,+52 55 2816 2150,"Prol. Moctezuma, San Francisco, Coyoacán, 04320 Ciudad de México, CDMX, México"
Escuela Primaria Manuel Cervantes Imaz,http://sosmex.jimdo.com/,+52 55 2580 3908,"Natal Pesado 8, Mixcoac, Benito Juárez, 03910 Ciudad de México, CDMX, México"
Primaria Queen Elizabeth School,http://www.qes.edu.mx/,+52 55 5651 7888,"Condor 198, Los Alpes, Álvaro Obregón, 01010 Ciudad de México, CDMX, México"
Escuela Primaria República de Guatemala,,,"Calle Melchor Ocampo 151, Santa Catarina, Coyoacán, 04010 Ciudad de México, CDMX, México"
Escuela Mexicana Americana,https://mexicanaamericana.edu.mx/,+52 55 5524 5252,"Amores 1709, Col del Valle Centro, Benito Juárez, 03104 Ciudad de México, CDMX, México"
Escuela Primaría Alberto Lenz,,+52 55 5616 1066,"Altamirano 222, Tizapán San Ángel, Tizapán, Álvaro Obregón, 01090 Ciudad de México, CDMX, México"
ESCUELA DR. PORFIRIO PARRA,,+52 55 5616 2638,"C. Benito Juárez 11, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX, México"
Escuela Primaria Zambia,,,"Río Mixcoac Ote. 27, Lomas de Plateros, Álvaro Obregón, 01480 Ciudad de México, CDMX, México"
Escuela Primaria Guadalupe Victoria,,,"Felipe Villanueva 18, Guadalupe Inn, Álvaro Obregón, 01020 Ciudad de México, CDMX, México"
Jardin De Niños Tierra Unida,,,"And. 17 s/n, Tierra Unida, La Magdalena Contreras, 10369 Ciudad de México, CDMX, México"
Kinder mainole,,,"C. Rancho Pachita, El Ocotal, La Magdalena Contreras, 10630 Ciudad de México, CDMX, México"
JOS center,,,"10660, El Ermitaño, Ciudad de México, CDMX, México"
CBTA No 35 Leona Vicario Extensión Magdalena Contreras,,,"Unnamed Road, Ciudad de México, CDMX, México"
SPORTS AYÉ,,+52 55 4813 5474,"Ocotal, El Ocotal, La Magdalena Contreras, 10630 Temamatla, CDMX, México"
Esc.Uñas.Pestañas.Microblading,,,"Cahuazala, El Ocotal, La Magdalena Contreras, 10630 Ciudad de México, CDMX, México"
Escuela Ivan Petrovich,,,"14100, Av Maní 13, Pedregal de San Nicolás 3ra Secc, Tlalpan, Ciudad de México, CDMX, México"
"IEMS Plantel Magdalena Contreras ""Ignacio Manuel Altamirano""",http://www.iems.edu.mx/,+52 55 5667 3658,"Av. San Jerónimo 2625, San Bernabé Ocotepec, La Magdalena Contreras, 10300 Ciudad de México, CDMX, México"
"Escuela Primaria ""Álvaro Obregón""",,+52 55 5645 1704,"Emilio Carranza 55, La Magdalena, La Magdalena Contreras, 10910 Ciudad de México, CDMX, México"
escuela de fany,,,"Lomas de San Bernabé, La Magdalena Contreras, 10350 Ciudad de México, CDMX, México"
"Escuela Primaria "" Profr. Rafael Hernandez López""",,,"Emiliano Zapata 8C, San Bernabé Ocotepec, La Magdalena Contreras, 10300 Ciudad de México, CDMX, México"
"Escuela Primaria ""Xicotencatl""",https://www2.aefcm.gob.mx/directorio_escuelas/cct_mas_gbmx.jsp?cve_cct=09DPR1904I,+52 55 5035 8990,"Emiliano Zapata 4, San Bernabé Ocotepec, La Magdalena Contreras, 10300 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 166 ""Alfonso Reyes""",,,"Álvaro Obregón 27, San Bernabé Ocotepec, La Magdalena Contreras, 10300 Ciudad de México, CDMX, México"
"Escuela Primaria ""Carlos de Sigüenza y Góngora""",,,"Av. San Jerónimo 29, El Toro, La Magdalena Contreras, 10610 Ciudad de México, CDMX, México"
Escuela de Capacitación para el Desarrollo de las Habilidades del Aprendizaje,https://escuela-crecer.ueniweb.com/,,"Emiliano Zapata 5, Ampliación Potrerillo, Amp. Potrerillo, La Magdalena Contreras, 10368 Ciudad de México, CDMX, México"
"Escuela Primaria ""José María Morelos""",,,"Calle Sinaloa Nte, Villa Milpa Alta, Santa Martha, Milpa Alta, 12000 Villa Milpa Alta, CDMX, México"
"Escuela Primaria ""Gambia""",,+52 55 5681 6769,"Poloni 54, Palmas, Atacaxco, La Magdalena Contreras, 14480 Ciudad de México, CDMX, México"
E. P. Médico Bernardo Sepulveda G.,,,"Av. Ojo de Agua, Ampliación Lomas de San Bernabé, El Ermitaño, La Magdalena Contreras, 10365 Ciudad de México, CDMX, México"
"Escuela Secundaria General N° 9 ""Teutli""",,,"Av de Las Palmas, Tenantitla, Milpa Alta, 12100 San Antonio Tecómitl, CDMX, México"
"Escuela Primaria ""Rabindranath Tagore""",http://www.sep.gob.mx/,+52 55 2650 2213,"Av 29 de Octubre S/N, Lomas de la Era, Álvaro Obregón, 01860 Ciudad de México, CDMX, México"
Escuela CRECER (Capacitación Educativa para el Desarrollo de las Habilidades del Aprendizaje),,+52 55 7496 8500,"Calle Prolong. Carboneros 105, Ampl, Lomas de San Bernabé, La Magdalena Contreras, 10369 Ciudad de México, CDMX, México"
"Escuela Primaria ""Profra. Leonor Leaños Navarro""",,,"Carboneros 24, Lomas de San Bernabé, La Magdalena Contreras, 10350 Ciudad de México, CDMX, México"
"Escuela Primaria ""Martín Luis Guzmán""",,+52 55 5630 0557,"Colorines 30, La Carbonera, La Magdalena Contreras, 10640 Ciudad de México, CDMX, México"
"Escuela Primaria ""Sierra Leona""",,,"Calle Bolívar Ote., San Jerónimo Miacatlan, Milpa Alta, 12600 San Francisco Tecoxpa, CDMX, México"
"Escuela Primaria ""Pintor Diego Rivera""",,,"Av Morelos Pte 19, Secc IV, Milpa Alta, 12300 San Salvador Cuauhtenco, CDMX, México"
"Escuela Secundaria Diurna N° 312 ""Arquímedes Caballero Caballero""",,,"C. Esperanza 1, El Ermitaño, La Magdalena Contreras, 10369 Ciudad de México, CDMX, México"
"Escuela Primaria ""Simitrio Ramírez Hernández""",,,"Av. Ojo de Agua 38, Huayatla, San Bernabé Ocotepec, La Magdalena Contreras, 10300 Ciudad de México, CDMX, México"
"Escuela Primaria ""Rosa Villanueva Ramos""",,,"Rosa Villanueva, Xochitepetl, Milpa Alta, 12100 Ciudad de México, CDMX, México"
Escuela Primaria Salvador Trejo Escobedo,,,"Calle Vicente Guerrero 23, San Miguel Topilejo, Tlalpan, 14500 Ciudad de México, CDMX, México"
"Escuela Primaria ""Miguel Hidalgo y Costilla""",https://www.facebook.com/groups/197125202125515/?ref=share,+52 55 5862 1306,"Abasolo, San Pablo Oztotepec, San Miguel, Milpa Alta, 12400 San Pablo Oztotepec, CDMX, México"
Escuela Secundaria Técnica N° 72,,+52 55 5585 9988,"Calle de la Parcela s/n Magdalena Contrera, Parcela 72, Lomas de San Bernabé, La Magdalena Contreras, 10350 Ciudad de México, CDMX, México"
Conalep SECOFI,http://cdmx.conalep.edu.mx/,+52 55 5667 1241,"Av. Ojo de Agua S/N, Huayatla, El Ermitaño, La Magdalena Contreras, 10350 Ciudad de México, CDMX, México"
Escuela Secundaria Diurna Nº 330 “Altepecalli”,,+52 55 1302 1098,"Francisco I. Madero LB, Santa Ana Tlacotenco, La Guadalupita, Milpa Alta, 12900 Santa Ana Tlacotenco, CDMX, México"
"Esc.Primaria ""Dr. Eduardo Liceaga""",,,"And. 14 14-1, Tierra Unida, La Magdalena Contreras, 10369 Ciudad de México, CDMX, México"
"IEMS Plantel Milpa Alta ""Emiliano Zapata""",http://www.iems.edu.mx/,+52 55 5636 2500,"Temixco, Santa Ana Tlacotenco, La Guadalupita, 12900 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 37 ""Emiliano Zapata""",,,"México Sur, Villa Milpa Alta, Los Ángeles, Milpa Alta, 12000 Ciudad de México, CDMX, México"
Escuela Primaría,,+52 55 5842 0112,"Francisco Javier Mina Sn, Villa Milpa Alta, Barrio San Mateo, Tláhuac, 13040 Ciudad de México, CDMX, México"
Escuela Particular Plan De Ayala,https://www.facebook.com/Esc-Plan-de-Ayala-101765494801191/,+52 55 5862 0616,"Av. Morelos Pte. 38, San Pablo Oztotepec, San Miguel, Milpa Alta, 12400 San Pablo Oztotepec, CDMX, México"
